EntrezGeneID	Length	MCL1-DG_BC2CTUACXX_ACTTGA_L002_R1	MCL1-DH_BC2CTUACXX_CAGATC_L002_R1	MCL1-DI_BC2CTUACXX_ACAGTG_L002_R1	MCL1-DJ_BC2CTUACXX_CGATGT_L002_R1	MCL1-DK_BC2CTUACXX_TTAGGC_L002_R1	MCL1-DL_BC2CTUACXX_ATCACG_L002_R1	MCL1-LA_BC2CTUACXX_GATCAG_L001_R1	MCL1-LB_BC2CTUACXX_TGACCA_L001_R1	MCL1-LC_BC2CTUACXX_GCCAAT_L001_R1	MCL1-LD_BC2CTUACXX_GGCTAC_L001_R1	MCL1-LE_BC2CTUACXX_TAGCTT_L001_R1	MCL1-LF_BC2CTUACXX_CTTGTA_L001_R1
76273	2432	1357	1656	2586	2140	1347	1153	2860	3819	5158	4894	2228	2204
71362	1016	2	0	1	6	0	0	0	1	0	0	0	0
74864	602	0	0	0	0	0	0	0	0	0	0	0	0
380930	4956	352	561	877	953	455	434	433	414	104	134	45	31
24064	2087	1716	1967	4827	3512	1872	1817	3271	4073	2534	2273	396	405
621364	684	0	0	0	0	0	0	0	0	0	0	0	0
212085	3083	0	0	0	0	0	0	0	0	0	0	0	0
73631	742	0	0	0	0	0	0	0	0	0	0	0	0
100043809	684	0	0	0	0	0	0	0	0	0	0	0	0
668736	684	0	0	0	0	0	0	0	0	0	0	0	0
668738	684	0	0	0	0	0	0	0	0	0	0	0	0
668739	684	0	0	0	0	0	0	0	0	0	0	0	0
621487	684	0	0	0	0	0	0	0	0	0	0	0	0
668743	684	0	0	0	0	0	0	0	0	0	0	0	0
100043811	684	0	0	0	0	0	0	0	0	0	0	0	0
621499	684	0	0	0	0	0	0	0	0	0	0	0	0
100043814	684	0	0	0	0	0	0	0	0	0	0	0	0
668742	684	0	0	0	0	0	0	0	0	0	0	0	0
76965	4252	1	1	2	0	0	0	1	0	0	0	0	0
239250	4242	2	5	10	11	13	14	2	1	0	0	0	1
622052	684	0	0	0	0	0	0	0	0	0	0	0	0
75409	4807	0	0	1	1	0	0	0	0	0	0	1	4
192885	2729	0	0	0	0	1	0	0	0	0	0	0	0
75822	1895	0	0	0	0	0	0	0	0	0	0	0	0
723905	84	1	2	4	2	1	2	2	6	4	0	0	2
387135	96	1	5	2	3	3	0	5	4	3	5	2	0
723891	82	3	2	1	1	0	0	1	3	2	4	1	0
387139	107	4	2	2	1	2	0	1	3	2	4	0	0
751527	87	2	3	0	0	0	0	2	0	2	0	1	0
75957	2339	447	307	410	314	183	185	261	296	306	235	91	99
751549	80	0	0	0	0	0	0	0	0	0	0	0	0
103978	2885	2	0	0	0	0	0	0	0	0	0	0	0
75088	561	0	0	0	0	0	0	0	0	0	0	0	0
23888	6762	1452	1872	3886	2669	3018	2445	77	58	7	14	8	8
100503703	2730	1	0	4	1	0	0	1	0	0	0	0	0
13190	2263	0	0	2	1	0	0	0	0	0	0	0	0
76355	2265	176	151	105	95	111	158	150	164	100	86	204	226
58245	2877	413	366	387	376	387	408	297	313	550	422	730	759
223227	3798	42	23	30	24	8	20	20	31	24	54	2	5
668814	622	0	0	0	0	0	0	0	0	0	0	0	0
73306	893	0	0	0	0	0	0	0	0	0	0	0	0
239273	5895	400	328	214	192	199	181	98	136	6	5	2	2
58187	1446	66	255	8	7	3	1	1037	878	53	52	158	97
66573	4476	807	1064	1223	1144	1188	1139	163	202	15	21	12	16
100037258	5190	2627	2792	2618	2612	2464	2037	4321	4209	3546	2584	4076	4135
66435	6514	963	940	991	823	874	838	269	280	30	42	49	37
50787	1784	8	8	5	4	0	4	35	26	0	0	0	0
75432	439	0	0	0	0	0	0	1	0	0	0	0	0
239283	3732	0	0	0	0	0	0	0	1	0	0	0	0
105559	4553	4670	4914	4673	5078	7140	6061	3099	3736	2660	2909	1548	1361
100503814	770	1	0	1	1	1	1	0	0	3	1	0	2
76108	4174	1064	1174	1290	1078	1119	1004	485	636	589	540	726	693
100862014	669	0	0	0	0	0	0	0	0	0	0	0	0
70572	4595	6339	7820	11276	8989	4255	3066	6471	6553	5871	4858	2264	2291
223254	4857	1871	1973	1793	1713	1592	1622	2294	3036	2075	2314	1039	1137
320268	5266	134	186	145	132	82	96	346	454	337	342	133	171
223255	2574	1795	1739	2009	1690	1740	1720	1754	2035	1867	1769	819	809
56643	3123	6	1	8	19	8	4	12	12	5	15	3	0
105445	8881	2391	2934	1823	1848	1719	1676	4050	3914	2462	2451	462	417
68889	2154	754	628	668	562	583	573	564	646	696	606	445	445
110168	1310	3	0	2	2	1	0	0	0	0	0	2	1
321019	2942	5	7	5	15	10	14	1	2	2	0	0	0
223262	915	2	3	2	2	3	2	2	0	1	0	1	0
319727	2711	32	47	41	48	38	54	14	21	16	22	20	12
68059	3062	3540	3482	3133	2852	2774	2541	4751	4833	4933	4496	4357	4408
69634	1241	221	288	536	559	335	301	241	231	260	249	168	181
68245	468	0	0	0	0	0	0	0	0	0	0	0	0
328479	2541	0	0	0	0	2	0	0	0	0	0	0	0
65100	2383	0	0	0	0	0	0	0	0	0	0	0	0
69248	1149	0	0	0	0	0	0	0	0	0	0	0	0
22772	2967	0	1	0	0	0	0	0	0	0	0	0	0
100038380	1593	0	0	0	0	0	0	0	0	0	0	0	0
110821	2603	542	543	608	580	490	484	650	786	702	643	929	880
223267	1079	133	124	175	190	118	112	188	222	388	364	351	345
654799	3595	7	15	12	13	10	8	6	3	19	24	8	17
70551	3390	590	533	462	505	436	374	430	446	473	435	306	366
380934	2281	0	0	0	0	0	0	0	0	0	1	0	0
338370	7115	207	251	69	48	4	3	87	64	64	42	23	10
223272	2357	22	27	20	41	18	18	8	9	6	2	9	13
14169	3442	15	30	93	65	17	24	10	24	28	12	8	6
69393	423	0	0	0	0	0	0	0	0	0	0	0	0
20363	2216	3020	4767	3061	3314	2683	2829	2823	4155	14596	15144	16606	17423
100039139	798	17	16	9	21	14	19	13	4	9	18	16	11
14600	4425	1082	1646	1119	1497	1986	2096	573	670	715	1530	1072	1241
106052	3446	270	315	306	280	361	300	341	326	210	161	104	85
106064	5084	987	1037	1198	932	1483	1375	1068	1254	1230	1446	705	754
328489	3526	6	7	13	1	7	13	18	13	8	4	15	19
414066	4622	27	17	32	20	24	35	8	10	6	4	5	3
67041	3482	4167	3525	2926	2016	4349	3707	1197	1365	1780	1580	5847	5485
100862317	649	0	0	0	0	0	1	0	0	0	0	0	0
239318	1896	0	0	0	1	0	1	0	0	0	0	0	0
12274	2841	1	0	0	0	0	0	0	0	0	0	0	0
223825	5232	0	0	0	0	0	0	0	0	0	0	0	0
109828	2709	7	11	3	5	6	5	4	3	2	0	2	3
239319	4531	112	89	63	74	66	86	147	130	67	62	149	184
67281	867	239	222	202	209	123	146	357	282	237	199	81	77
100302529	60	65	41	55	38	26	28	28	23	26	16	9	10
105787	4655	1117	828	894	762	874	995	791	720	317	309	68	81
67515	1832	250	211	179	181	266	279	221	224	164	183	117	88
19219	2966	1735	1185	1029	632	910	1249	548	751	841	788	890	908
71432	1166	0	0	2	3	0	0	0	0	1	5	0	2
13132	4631	545	765	1181	1071	1030	1139	526	597	7951	9770	15260	17287
12279	1767	0	2	15	19	13	17	20	23	80	78	29	37
23880	2677	6	10	33	29	12	23	11	4	7	7	83	74
78757	9314	1623	1221	1235	927	964	1008	1487	1419	1242	1208	506	516
18414	4835	10823	16984	16824	18718	16365	12382	7270	7436	605	796	171	165
16880	10333	6570	7310	4550	6294	8390	9325	1385	1690	447	592	618	591
268780	4778	108	118	69	79	49	51	994	986	27	20	23	55
14573	3509	25	28	68	43	31	17	0	1	7	4	0	1
545085	2151	390	320	360	334	282	320	307	302	315	269	175	155
665556	741	1	0	2	0	1	0	1	0	2	1	1	0
170762	6404	770	573	511	402	385	393	943	813	679	540	440	452
73692	10469	1378	1459	997	1047	1399	1338	514	652	303	259	118	113
71175	8965	3598	3494	3013	2771	3249	3089	3091	2945	2437	2182	1400	1254
20512	4206	174	190	619	456	266	233	4	7	43	46	518	458
223332	3961	1	3	0	1	2	0	0	1	0	0	0	0
68646	3732	476	439	332	235	262	315	247	272	297	272	227	184
27401	6197	164	153	187	83	111	105	117	112	68	48	95	91
320506	3046	565	561	654	583	444	320	630	667	708	636	658	690
100505224	608	2	1	2	2	2	0	1	1	4	2	0	0
105887	2250	0	0	0	0	0	0	0	0	0	0	0	0
223337	2196	0	0	1	0	0	0	0	0	0	0	0	0
75568	946	210	140	83	112	142	148	1650	1344	66	57	63	57
16197	3210	6	2	5	1	0	0	1	5	2	0	3	1
320277	2995	1	0	0	0	0	0	35	44	4	7	14	3
19116	13415	371	240	78	46	33	19	31406	30328	2198	2242	3837	4023
268782	1825	0	0	1	0	0	0	35	46	15	8	12	4
78244	2053	965	780	944	709	610	545	1205	1100	1165	930	549	573
67832	2654	1467	1431	1311	964	615	545	1529	1313	1003	829	429	439
19355	1500	38	40	33	28	28	29	51	40	24	17	18	19
100862295	541	0	0	0	0	0	0	0	0	0	0	0	0
75777	1931	1	1	0	0	2	0	0	0	0	0	0	0
75646	5009	1556	1510	2015	1781	2753	2328	1199	1049	1254	1618	931	872
100038608	3468	6	3	4	6	6	3	5	3	4	10	1	1
75259	4350	14	28	32	46	63	51	30	30	29	58	34	38
100502601	870	0	0	0	0	0	0	0	0	0	0	0	0
81799	2569	21	32	5	10	36	38	4	1	0	2	0	1
17117	2575	112	113	128	99	121	123	130	115	86	80	104	116
22293	2983	0	0	0	0	0	0	0	0	0	0	0	0
239336	4252	0	1	0	0	0	0	1	0	0	0	0	0
239337	6234	130	188	289	296	281	223	166	204	29	25	20	15
110960	2636	1955	1653	2215	1563	1130	1031	1200	1406	1917	1267	1112	1059
18162	6927	53	71	210	497	1005	1045	173	167	20	18	8	12
381002	757	2	1	9	15	22	28	3	1	0	0	0	0
73339	840	0	0	0	0	0	0	0	0	0	0	0	0
20024	3321	2832	2927	3312	2810	2565	2216	2768	2853	2411	2098	807	830
22763	4596	2833	2666	3232	3162	3352	3032	2124	2385	2032	1766	837	828
100316684	83	4	7	7	9	4	4	9	7	9	6	3	0
100040052	321	486	313	434	355	229	230	445	378	346	288	176	184
268783	4518	1297	1214	1286	1169	1247	1250	1889	1781	1431	1473	779	883
66629	2608	5605	6067	7471	6185	5077	4306	8831	9681	12218	10753	6459	5828
68070	13413	1192	1551	840	972	761	929	630	660	201	158	171	194
100862396	1265	50	67	44	41	30	43	10	5	0	2	0	0
669751	207	0	0	3	0	0	0	2	3	1	1	0	1
77877	5474	284	221	310	339	333	365	355	337	225	157	233	256
14000	4571	1324	1109	1167	1075	1291	1267	1168	1258	885	727	349	426
12563	2632	39	64	289	190	90	82	0	0	3	0	0	0
12565	2903	0	0	0	0	1	0	1	0	0	0	0	1
70886	2309	0	0	0	0	0	0	0	0	0	0	0	0
320873	3405	164	175	276	225	190	182	1	1	0	0	1	1
64833	1537	462	465	630	631	692	579	448	508	504	494	230	174
215654	5639	0	0	0	0	0	0	0	0	0	0	0	0
545091	1165	425	368	376	345	160	180	324	351	180	120	60	59
320865	2744	0	3	3	0	0	0	19	16	0	0	1	0
100040529	2057	0	0	0	0	1	0	0	0	0	0	0	0
223413	1941	0	0	0	0	0	0	0	1	0	0	0	0
100862086	485	0	0	0	0	0	0	0	0	0	0	0	0
70350	1855	61	64	37	44	7	10	2469	2499	267	448	221	196
432939	2882	1	2	0	0	0	1	3	1	1	1	0	0
17909	8098	2565	2140	3299	2818	2865	2674	2308	2069	2190	2048	1323	1347
66270	3346	1852	1609	2794	2388	2254	2248	1956	2124	4556	4821	7838	7828
52521	2803	1256	1065	995	721	627	696	1346	1382	1501	1574	638	658
211147	1547	0	0	0	0	0	0	0	0	0	0	0	0
448987	4616	111	108	105	116	101	93	18	49	75	44	23	14
622531	2490	8	3	1	1	7	2	1	1	1	0	0	0
100038662	1406	2	0	0	0	0	0	0	0	0	0	0	0
11732	3498	1420	1856	1187	1242	1678	1613	343	325	21	26	40	23
223431	1897	0	0	1	1	1	0	0	0	0	0	0	0
791293	3127	11	4	5	7	7	11	2	1	0	1	0	2
432940	1491	334	304	263	255	203	248	459	459	401	373	154	146
223433	3068	74	96	57	46	32	29	4	3	2	1	0	2
223435	11497	3967	3173	2091	2039	3312	3051	1978	1822	1384	1300	585	592
328516	3433	1	1	11	5	1	0	0	0	1	3	1	1
110082	15616	6	1	0	0	0	1	0	0	0	0	0	0
100628607	74	0	0	0	0	0	0	0	0	0	0	0	0
18163	5947	1177	1446	2040	1379	1405	1272	482	369	23	21	1	1
73784	804	0	0	0	1	0	0	0	0	0	0	0	0
223453	1481	1092	1181	1141	1193	1455	1513	1179	1463	2117	2307	3316	3145
67434	8600	67	87	56	70	20	18	754	707	531	867	617	547
252967	910	6	4	6	12	16	10	5	15	15	16	20	13
223455	6236	2294	2436	2621	2300	1797	1634	2780	3024	2161	2030	1080	984
69574	1041	33	50	64	76	45	47	40	71	5	10	8	5
12465	1769	7381	6656	8543	6572	4460	3872	8206	8495	8011	6493	3440	3440
68073	1166	101	95	155	147	119	116	223	207	202	178	152	168
57254	1006	0	0	0	0	0	0	0	0	0	0	0	0
100616095	1483	211	217	381	336	352	266	25	23	3	0	3	1
66835	88	5	0	3	1	2	1	0	0	0	0	0	0
20356	10809	2023	2964	3217	2664	2539	2478	159	109	16	8	13	17
15529	3313	2274	2188	1922	1917	1690	1695	1320	1239	965	848	704	747
54381	2013	600	722	699	692	345	343	538	480	803	855	601	620
73486	731	15	14	18	13	7	9	22	15	6	10	5	10
75880	1006	0	0	0	0	0	0	0	0	0	0	0	0
239364	4009	20	9	4	6	3	5	14	20	9	8	7	4
67154	3680	3051	2904	3609	2772	2351	2067	2973	3118	2541	2201	1771	1757
100503407	1497	24	14	16	16	7	4	11	13	12	8	3	4
114128	1897	567	625	802	834	1014	891	412	467	109	97	61	56
17181	3520	858	1462	7222	8390	13906	12571	15	19	29	36	23	15
77358	572	0	0	3	3	3	1	0	0	0	0	0	0
19946	629	223	229	204	179	110	103	202	186	142	129	55	67
239368	2376	0	0	4	11	23	16	0	0	0	0	1	0
15473	994	299	326	391	397	344	332	312	319	341	268	126	131
67724	3393	144	117	134	94	48	49	108	122	131	90	57	41
223473	3825	1100	982	803	994	2375	2083	1045	916	979	1114	797	873
71637	1096	7	5	8	4	18	21	7	7	19	25	30	20
16539	4360	0	0	0	0	0	0	0	0	0	0	0	1
56274	2911	724	653	825	817	748	641	681	647	363	303	204	231
107587	1710	14	16	6	4	4	3	5	10	0	0	1	1
100126269	731	0	0	0	0	0	0	0	0	0	0	0	0
666173	13371	1551	1702	1350	1587	1661	1506	1692	1713	961	1064	955	1081
100316736	88	0	0	0	0	1	0	0	0	0	0	0	0
100124469	78	0	0	0	0	0	0	0	0	0	0	0	0
12864	503	1532	1529	2009	1879	1406	1246	1775	1699	1612	1554	1292	1348
626596	4008	0	0	0	0	0	0	0	1	0	0	0	0
78803	4035	2	3	12	8	11	8	0	2	0	4	1	1
17749	619	62	40	53	44	37	46	64	65	48	46	32	30
26942	3219	64	47	44	45	50	45	76	79	92	92	32	28
30945	4276	6025	4448	4460	3975	4650	4327	2173	2704	2788	2787	807	616
68839	2480	490	442	545	612	765	729	482	506	325	323	384	410
66696	2695	0	0	0	0	0	0	0	0	0	0	3	2
18458	2820	21956	22283	25833	19795	14268	13033	19402	24384	24503	23564	6192	5723
22631	3926	4302	4244	4611	4259	4327	3606	3776	4360	3058	2633	1115	1058
100505062	1257	8	7	1	5	2	4	7	10	4	5	2	0
100038735	2047	0	1	3	0	1	1	3	15	48	42	33	42
100862212	488	0	0	0	0	0	0	0	0	0	0	0	0
68036	4417	1279	1089	1241	1158	1023	943	1782	1706	2277	1804	1247	1346
100503499	1130	117	98	134	157	201	221	342	341	235	203	153	217
252973	4947	2609	2403	2792	2388	3143	3551	2714	2522	1165	1064	694	730
52589	4051	32	43	43	32	15	13	529	809	365	242	34	29
100503538	1826	0	0	0	0	1	0	1	0	0	0	0	0
74892	587	0	0	0	0	0	0	1	0	0	0	0	0
382985	4513	296	261	277	298	392	384	395	397	226	181	196	189
100041478	522	1107	1271	1173	978	625	548	1739	1899	1536	1373	503	503
70790	9790	6796	7649	9865	8963	6880	5367	5661	6555	5274	4907	2273	2295
100503601	687	0	0	0	0	0	0	0	2	0	0	0	0
18285	1105	0	0	0	0	0	0	0	0	0	0	0	0
21847	3045	13356	10872	5812	4833	3825	3302	9933	11671	7472	7689	1293	1091
54375	5028	13770	12592	13378	10669	12015	10932	4247	4162	3957	3179	4660	4879
69679	621	0	0	0	0	0	0	0	0	0	1	1	1
66335	2098	607	536	735	677	725	727	562	634	770	800	896	950
118452	2315	1	3	4	2	2	6	3	5	4	2	1	0
14368	4140	762	743	408	375	412	377	1283	1344	833	714	281	284
68588	1164	26	37	20	9	8	7	238	203	25	18	36	22
69906	2945	295	336	228	180	145	153	250	255	142	90	125	128
223499	1542	491	467	498	366	294	294	598	624	604	527	274	284
116838	7940	5	3	0	1	0	0	60	72	7	3	2	6
75766	1993	0	3	9	4	2	3	0	1	2	1	0	5
64705	2884	0	1	0	0	1	1	0	0	0	0	0	0
100503072	2594	0	0	0	0	0	0	0	0	0	0	0	0
239393	4064	773	711	756	625	503	555	235	210	101	59	106	140
105976	1868	0	0	0	0	0	0	0	0	0	0	0	0
328531	2053	0	0	0	0	0	0	0	0	0	0	0	0
432945	1459	0	0	0	0	0	0	0	0	0	0	0	0
22762	4974	31	29	10	8	4	2	2	5	0	0	0	1
170719	5074	1792	1676	1118	1266	1245	1325	1479	1455	1020	1113	513	547
100503540	2387	0	0	0	0	0	0	0	0	0	0	0	0
223513	1762	0	0	0	1	5	4	0	2	1	2	1	0
11600	4078	60	57	72	144	103	125	1252	1418	611	996	3328	3593
100503767	2214	0	0	0	1	0	0	0	1	1	0	8	3
239405	3340	0	0	0	2	0	0	0	1	0	0	0	0
16341	1541	2465	2947	2706	2599	2345	1982	3185	3249	2932	2514	807	830
100038728	668	0	0	0	0	0	0	0	1	0	0	0	0
66736	1245	642	568	889	910	779	630	612	686	616	483	492	498
239408	1472	0	0	0	0	0	0	1	0	0	0	0	0
22045	3976	0	0	0	0	0	0	0	0	0	0	0	0
67429	3447	605	470	631	440	321	242	696	697	767	557	599	578
223527	2429	1194	1114	1324	1058	854	751	1140	1096	1128	960	717	740
192190	12750	23	16	4	4	3	1	16	21	0	6	4	6
55960	1564	267	205	249	214	209	197	272	280	223	164	212	216
319613	3602	11	7	21	12	10	5	85	54	101	88	21	24
69659	862	0	0	0	1	0	0	2	0	0	1	3	2
239410	3350	0	0	0	0	0	0	3	0	2	3	1	0
432950	342	32	30	29	25	30	33	28	33	26	19	8	9
67498	4496	0	0	0	0	0	0	0	0	0	0	0	0
71120	855	0	0	0	0	0	0	0	0	0	0	0	0
74726	1298	0	0	0	0	0	0	0	0	0	0	0	0
75281	1185	0	0	0	0	0	0	0	0	0	0	0	0
239420	13022	0	0	0	0	0	0	0	0	0	0	0	0
83925	10204	2766	2904	3470	2936	3663	3859	17495	17307	8813	8502	3954	4189
100316685	90	4	7	9	4	5	3	21	17	13	8	7	9
100502643	1874	0	3	0	0	2	0	2	5	2	7	0	2
68135	1228	3166	3809	3322	3043	2421	2284	5510	6226	4290	3923	1643	1542
78581	2917	147	114	134	109	119	114	193	172	172	153	98	96
19357	3605	3642	3254	3086	2674	2417	2387	3323	3605	3101	2575	1861	1543
239435	1348	71	87	81	95	66	54	0	0	0	1	0	0
239436	1906	0	0	0	0	0	0	0	0	0	0	0	0
100039748	726	2731	2872	2965	2499	1561	1404	3612	3768	3427	2979	1276	1237
69790	871	277	253	220	261	215	200	375	365	251	211	154	192
14042	3464	7748	6831	5885	6507	5571	4369	1422	1254	2049	1923	3144	3015
100503094	3793	5	1	6	2	3	1	0	0	0	2	2	1
320679	934	15	11	4	2	5	2	12	25	3	5	1	8
100628567	75	0	0	0	0	0	0	0	0	0	0	0	0
665097	1222	0	0	0	0	0	0	0	0	0	0	0	0
18383	2818	548	517	420	350	850	1556	2	9	12	21	89	75
383032	405	0	0	0	0	0	0	1	0	1	0	0	1
239447	4587	0	0	0	0	0	1	1	1	0	0	1	0
105853	2775	32	31	148	55	23	18	1518	1749	2320	2492	1091	1290
18133	2366	69	94	14	16	28	16	9	13	28	57	250	297
18606	3398	145	239	121	91	41	55	10	18	6	5	4	6
100862169	768	0	0	0	0	0	0	0	0	0	0	0	0
319944	5033	860	803	693	614	686	773	686	681	571	516	374	423
72107	1309	89	61	58	40	7	7	102	59	64	26	43	36
100503794	935	2	2	1	1	4	2	1	1	2	0	7	3
97998	3437	412	336	299	349	698	544	170	196	185	149	700	797
12818	6448	20233	18331	16022	17205	9006	7534	51	65	49	35	15	28
73334	817	0	0	0	0	0	1	0	0	0	0	0	0
68537	786	718	575	667	604	480	463	677	657	606	563	401	361
105837	4451	376	318	317	310	171	189	288	279	147	96	97	96
20649	2153	406	594	998	808	444	544	483	494	834	798	758	780
15117	4244	1981	1698	1267	1295	1454	1614	38	91	6	3	4	5
594843	485	16	19	25	28	28	32	2	2	0	0	0	0
210463	2368	0	0	0	0	0	1	0	0	0	0	0	0
387609	4374	470	533	566	557	579	541	407	567	192	204	166	154
319829	4025	1	4	2	3	12	10	4	2	1	1	1	1
67819	3145	375	333	352	306	239	246	495	514	482	411	368	340
100504341	1571	10	11	6	6	8	5	2	2	4	5	2	4
210544	4206	169	189	196	147	118	146	249	263	138	121	119	93
239463	2089	122	145	564	702	510	466	1217	1177	859	662	55	31
75758	1309	685	558	679	571	563	522	398	506	298	221	85	94
22770	5212	816	699	740	609	885	871	875	961	672	594	317	301
70472	5683	1098	1032	958	713	610	619	683	695	521	319	489	466
76773	1324	198	175	151	111	147	163	162	160	112	97	70	57
67731	6936	4837	2980	5944	7763	11816	14761	802	873	620	777	108	158
268807	2212	24	23	38	54	117	184	5	7	4	10	6	4
69787	1162	13	14	16	22	16	19	1	4	0	1	1	0
210998	5621	3358	3654	3574	3006	2875	2756	2824	2826	1276	1304	492	477
631797	5672	0	0	0	0	2	1	0	0	0	0	1	0
74868	3644	1871	2027	2151	1772	1893	1760	1128	1320	1336	1216	345	256
546638	540	1	0	0	3	3	1	2	3	1	3	3	3
68260	4133	29	20	27	26	19	41	67	91	50	35	32	33
75841	4348	1129	1031	1208	964	881	749	1304	1170	896	770	312	275
69694	1366	179	156	213	189	195	162	213	234	180	191	146	132
100502741	896	1	1	5	0	3	1	6	3	1	1	1	1
66218	651	1589	1293	2352	2262	1603	1453	2342	2230	2800	2536	2348	2368
211401	5140	5759	4931	8291	10715	11509	11345	3234	4774	1527	2306	2989	3258
100416830	1098	0	0	0	0	0	0	0	0	0	0	0	0
20775	2748	1633	1650	2712	2380	4331	2963	2028	2041	944	766	2401	2523
223593	4018	754	713	652	582	812	797	1040	1258	1402	1359	620	530
68501	3283	341	343	369	376	306	272	437	464	374	322	145	141
211770	4026	15063	16966	17980	19668	20151	16905	13830	18523	11747	13383	3839	2766
100503021	1861	16	16	25	25	27	26	3	6	0	0	1	0
71088	1753	0	0	0	0	0	0	0	0	0	0	0	0
399603	5563	1152	995	956	783	779	903	888	983	1398	933	801	762
320469	5130	108	80	172	167	131	151	46	52	43	13	19	22
117586	1823	0	0	1	2	0	3	0	0	0	0	0	0
432956	2513	0	1	0	0	0	0	0	1	0	0	0	0
17869	2399	13519	11309	11196	10526	10907	11930	3955	6067	9067	9117	2317	2707
19296	3074	270	273	276	191	152	113	390	390	96	53	51	41
67552	1911	94	94	104	89	97	87	27	23	2	1	3	3
432958	632	0	0	0	0	0	0	0	0	0	0	0	0
73994	1125	0	0	0	0	0	0	0	0	0	0	0	0
83492	2382	2	0	3	3	13	7	0	1	34	54	849	720
78462	813	1	0	0	0	0	0	0	0	0	0	0	0
331063	2312	2	0	3	2	5	4	1	0	1	2	35	30
74236	1133	0	0	0	0	1	1	0	0	0	0	0	0
270328	2142	0	0	1	1	3	3	0	0	2	1	31	28
665769	1025	0	0	0	0	0	0	0	0	0	0	0	0
74548	2084	6	3	23	23	43	37	4	0	1	5	31	38
74460	1930	0	0	1	3	1	1	0	1	0	0	0	0
223601	3800	902	985	2792	2706	2069	1731	623	695	749	683	361	391
100861767	521	0	0	0	2	0	0	0	0	0	1	0	0
13196	4582	1243	1253	1524	1546	1551	1264	403	451	351	392	297	301
71603	2805	0	0	0	0	0	0	0	0	0	0	2	0
11514	5039	1	1	0	1	0	0	0	0	10	16	0	1
76740	5210	2266	2117	2732	2720	2870	2514	1550	1676	1292	1058	737	735
18256	1799	0	1	0	0	0	1	0	0	0	0	0	0
654498	2262	0	0	0	0	0	0	0	0	0	0	0	0
110862	2878	0	0	0	0	0	0	0	0	0	0	0	0
54562	2084	0	2	0	0	0	0	0	1	0	0	0	0
213068	2931	7	3	2	4	6	3	10	13	22	35	69	50
239510	6670	1504	1645	1574	1286	1466	1458	1577	1548	1623	1591	1494	1633
21819	8437	17	52	19	22	0	0	0	2	5	4	0	0
20491	2886	1	7	9	4	2	4	3	6	4	2	4	2
22402	5022	149	253	276	202	77	56	10	14	4	11	12	8
17988	2890	7454	10625	7546	6382	3330	2490	16117	19455	23758	26540	17958	18567
100040667	3197	6	4	5	5	2	3	7	7	7	10	3	1
20442	5784	1999	3396	4023	3012	1532	1221	4959	5192	2564	2347	5395	5255
69334	1039	0	0	0	0	0	0	0	1	0	0	0	0
380993	4468	215	190	188	165	195	159	211	194	221	181	117	133
387226	96	0	0	0	0	1	0	0	0	0	0	0	0
387228	82	0	0	0	1	6	2	1	0	1	0	0	0
13992	1894	1430	1561	1161	1175	1296	1126	674	938	1717	1581	1277	1292
100504454	570	0	0	0	0	0	0	0	0	0	0	0	0
100503580	4789	0	0	0	0	0	0	0	0	0	0	0	0
70363	4623	0	0	0	0	0	0	0	0	0	0	3	4
69700	6128	1	1	0	1	1	0	3	2	0	0	4	1
100503602	481	0	0	0	0	0	0	0	0	0	0	0	0
223604	1209	0	0	0	0	0	0	0	0	1	0	0	0
76510	7476	761	644	632	608	545	545	1054	1087	763	734	523	594
353342	4721	714	689	1053	861	951	1106	465	545	172	168	69	64
100041120	207	536	464	436	387	313	239	639	733	685	643	343	416
93696	851	410	345	376	370	261	253	370	328	222	160	175	164
239528	8031	2167	2019	2459	2269	1795	1350	1571	1844	1260	1082	628	595
100861801	692	1	0	1	0	1	1	0	0	0	1	1	1
14083	4991	1717	1437	1527	1397	2148	1919	1802	1830	1625	1556	1235	1395
387169	68	0	0	0	0	0	0	0	0	0	0	0	0
100040929	870	3263	4238	3607	3182	2288	1981	5668	6029	3942	3689	1485	1440
105841	5299	310	384	152	160	121	118	362	537	593	527	546	626
106068	4775	1202	930	932	964	1180	1247	769	843	428	368	190	179
100503661	1549	1	1	0	0	1	0	0	0	0	0	0	0
239530	2141	18	16	9	17	58	71	9	6	3	7	4	2
19245	4619	417	390	467	473	305	295	230	273	214	152	118	112
268816	2242	0	0	1	0	0	0	0	0	0	0	0	0
100041273	454	20	29	28	20	20	20	45	35	23	30	27	35
100503729	708	0	0	0	0	0	0	0	0	0	0	0	0
107831	6227	68	50	88	66	45	56	0	1	0	0	0	0
69439	3549	4	1	3	5	4	1	0	0	0	0	0	0
11838	3057	47831	51110	45051	45860	37814	32217	1125	2419	1417	1837	374	360
16469	5529	28	30	34	21	23	30	78	86	5	3	11	8
66769	1214	0	0	1	2	0	0	0	2	1	0	0	0
72373	856	0	1	1	0	1	0	1	2	0	0	0	0
223626	1488	55	39	71	81	45	59	90	106	45	29	20	17
57277	525	1	2	0	0	0	0	3	1	0	1	0	0
68311	492	1	1	1	2	0	0	1	2	0	0	0	0
69462	464	0	2	0	2	3	2	0	2	0	0	0	0
23936	3952	558	529	520	805	1059	1160	185	257	27	48	26	34
